idpersona;cod_materia;aprueba;nombrecolegio;idpais;anio;idtipoalumno;fecha_examen
118246;131;S;INSTITUTO MARÍA AUXILIADORA;54;2023;2;06/12/2023
118246;141;S;INSTITUTO MARÍA AUXILIADORA;54;2023;2;05/07/2023
85474;16258;S;PADRE URBANO SALORT;54;2023;2;08/08/2023
118246;161;S;INSTITUTO MARÍA AUXILIADORA;54;2023;2;06/12/2023
85474;16259;S;PADRE URBANO SALORT;54;2023;2;05/12/2023
85474;16260;S;PADRE URBANO SALORT;54;2023;2;05/12/2023
113844;16138;S;COLEGIO F.A.S.T.A. N 012 ING. JOSE MARIA PAZ;54;2023;2;12/07/2023
85474;16261;S;PADRE URBANO SALORT;54;2023;2;18/12/2023
113844;16139;S;COLEGIO F.A.S.T.A. N 012 ING. JOSE MARIA PAZ;54;2023;2;12/07/2023
118253;10085-20;S;COLEGIO NACIONAL DE TRELEW;54;2023;2;12/07/2023
118251;10085-20;S;INSTITUTO SAN FRANCISCO EX NRO. 163;54;2023;2;12/07/2023
118253;16138;S;COLEGIO NACIONAL DE TRELEW;54;2023;2;12/07/2023
118253;16139;S;COLEGIO NACIONAL DE TRELEW;54;2023;2;12/07/2023
118254;10085;S;INSTITUTO LEONARDO DA VINCI;54;2023;2;11/07/2023
118254;11008;S;INSTITUTO LEONARDO DA VINCI;54;2023;2;11/07/2023
118254;11009;S;INSTITUTO LEONARDO DA VINCI;54;2023;2;12/12/2023
118254;16083;S;INSTITUTO LEONARDO DA VINCI;54;2023;2;03/08/2023
118255;;S;ESCUELA  DE NIVEL MEDIO N° 730;54;2023;2;01/12/2023
118257;10085-20;S;GRAN MALVINA;54;2023;2;12/07/2023
118257;16138;S;GRAN MALVINA;54;2023;2;23/08/2023
118257;16139;S;GRAN MALVINA;54;2023;2;12/07/2023
118257;16141;S;GRAN MALVINA;54;2023;2;15/12/2023
118304;;S;HERMANA MARÍA SARA CARBAJAL;54;2023;2;29/06/2023
118258;16258;S;DR. NÉSTOR CARLOS KIRCHNER;54;2023;2;08/08/2023
118258;16259;S;DR. NÉSTOR CARLOS KIRCHNER;54;2023;2;05/12/2023
118265;121;S;COLEGIO N° 789;54;2023;2;29/06/2023
118304;;S;HERMANA MARÍA SARA CARBAJAL;54;2023;2;12/12/2023
118394;16085;S;COLEGIO SECUNDARIO NRO. 14;54;2023;2;14/12/2023
110001;FGB01;S;PUERTO ARGENTINO;54;2023;2;26/09/2023
118146;16257;S;GRAN MALVINA;54;2023;2;28/08/2023
118146;16258;S;GRAN MALVINA;54;2023;2;08/08/2023
118146;16259;S;GRAN MALVINA;54;2023;2;05/12/2023
110001;LEB03;S;PUERTO ARGENTINO;54;2023;2;23/03/2023
118146;16260;S;GRAN MALVINA;54;2023;2;05/12/2023
110001;LEB08;S;PUERTO ARGENTINO;54;2023;2;14/12/2023
110001;LEB03;S;PUERTO ARGENTINO;54;2023;4;23/03/2023
110001;LEB08;S;PUERTO ARGENTINO;54;2023;4;14/12/2023
113656;;S;RAQUEL CHATTAH DE BEC;54;2023;2;01/12/2023
113656;;S;RAQUEL CHATTAH DE BEC;54;2023;2;06/12/2023
110001;LEB27;S;PUERTO ARGENTINO;54;2023;4;14/08/2023
110001;LEB30;S;PUERTO ARGENTINO;54;2023;4;25/09/2023
110001;LEB31;S;PUERTO ARGENTINO;54;2023;4;23/10/2023
118396;;S;PREFECTURA NAVAL ARGENTINA;54;2023;2;16/08/2023
113212;11008;S;ESCUELA DE FORMACIÓN LABORAL SAN JOSE OBRERO;54;2023;2;16/08/2023
118396;;S;PREFECTURA NAVAL ARGENTINA;54;2023;2;29/11/2023
118396;;S;PREFECTURA NAVAL ARGENTINA;54;2023;2;04/12/2023
118147;16138;S;E.D.J.A. POLIMODAL N°9;54;2023;2;29/09/2023
118396;;S;PREFECTURA NAVAL ARGENTINA;54;2023;2;11/12/2023
118397;;S;COLEGIO N° 770;54;2023;2;16/08/2023
118148;10085-20;S;COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA;54;2023;2;12/07/2023
118148;16139;S;COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA;54;2023;2;12/07/2023
118397;;S;COLEGIO N° 770;54;2023;2;04/12/2023
118398;10085-20;S;FLORENCIO MOLINA CAMPOS;54;2023;2;12/07/2023
116992;121;S;CENTRO DE EDUCACION MEDIA NRO.30;54;2023;2;01/12/2023
116992;131;S;CENTRO DE EDUCACION MEDIA NRO.30;54;2023;2;06/12/2023
116992;161;S;CENTRO DE EDUCACION MEDIA NRO.30;54;2023;2;06/12/2023
118398;16138;S;FLORENCIO MOLINA CAMPOS;54;2023;2;27/09/2023
118398;16139;S;FLORENCIO MOLINA CAMPOS;54;2023;2;12/07/2023
118398;16141;S;FLORENCIO MOLINA CAMPOS;54;2023;2;15/12/2023
118400;10072;S;COLEGIO NRO.751;54;2023;2;12/12/2023
118400;10085;S;COLEGIO NRO.751;54;2023;2;12/07/2023
118400;11008;S;COLEGIO NRO.751;54;2023;2;28/09/2023
118400;11010;S;COLEGIO NRO.751;54;2023;2;28/11/2023
118400;12002;S;COLEGIO NRO.751;54;2023;2;08/08/2023
118400;16008;S;COLEGIO NRO.751;54;2023;2;14/12/2023
118402;;S;GENDARMERÍA NACIONAL;54;2023;2;01/12/2023
118313;;S;CALETA HORNO;54;2023;2;01/12/2023
118313;;S;CALETA HORNO;54;2023;2;06/12/2023
118313;;S;CALETA HORNO;54;2023;2;12/12/2023
118153;121;S;ESCUELA EJERCITO DE LOS ANDES;54;2023;2;01/12/2023
118153;131;S;ESCUELA EJERCITO DE LOS ANDES;54;2023;2;06/12/2023
118153;141;S;ESCUELA EJERCITO DE LOS ANDES;54;2023;2;05/07/2023
118153;161;S;ESCUELA EJERCITO DE LOS ANDES;54;2023;2;06/12/2023
118153;121;S;ESCUELA EJERCITO DE LOS ANDES;54;2023;2;01/12/2023
118153;131;S;ESCUELA EJERCITO DE LOS ANDES;54;2023;2;06/12/2023
118153;141;S;ESCUELA EJERCITO DE LOS ANDES;54;2023;2;05/07/2023
118153;161;S;ESCUELA EJERCITO DE LOS ANDES;54;2023;2;06/12/2023
118404;10085-20;S;ARA PUNTA MÉDANOS  N° 7702;54;2023;2;12/07/2023
118154;10085-20;S;COLEGIO SECUNDARIO SARGENTO CABRAL EX NRO. 21;54;2023;2;12/07/2023
118154;16137;S;COLEGIO SECUNDARIO SARGENTO CABRAL EX NRO. 21;54;2023;2;18/12/2023
118154;16139;S;COLEGIO SECUNDARIO SARGENTO CABRAL EX NRO. 21;54;2023;2;12/07/2023
118314;16138;S;INSTITUTO MARTIN RIVADAVIA;54;2023;2;12/07/2023
118314;16139;S;INSTITUTO MARTIN RIVADAVIA;54;2023;2;26/10/2023
118404;16137;S;ARA PUNTA MÉDANOS  N° 7702;54;2023;2;04/08/2023
118404;16138;S;ARA PUNTA MÉDANOS  N° 7702;54;2023;2;23/08/2023
118404;16139;S;ARA PUNTA MÉDANOS  N° 7702;54;2023;2;12/07/2023
118404;16141;S;ARA PUNTA MÉDANOS  N° 7702;54;2023;2;15/12/2023
118404;16142;S;ARA PUNTA MÉDANOS  N° 7702;54;2023;2;18/12/2023
118405;10085-20;S;COLEGIO N° 7717;54;2023;2;12/07/2023
89555;10085-20;S;INSTITUTO MARTIN RIVADAVIA;54;2023;2;12/07/2023
89555;16138;S;INSTITUTO MARTIN RIVADAVIA;54;2023;2;12/07/2023
89555;16139;S;INSTITUTO MARTIN RIVADAVIA;54;2023;2;23/08/2023
89555;16141;S;INSTITUTO MARTIN RIVADAVIA;54;2023;2;15/12/2023
89555;16142;S;INSTITUTO MARTIN RIVADAVIA;54;2023;2;18/12/2023
89555;E0508-23;S;INSTITUTO MARTIN RIVADAVIA;54;2023;2;23/11/2023
118156;16139;S;COLEGIO N° 746;54;2023;2;12/07/2023
118407;;S;COLEGIO SECUNDARIO NRO. 743 (C.R);54;2023;2;18/10/2023
88820;10085-20;S;COLEGIO N° 7722;54;2023;2;12/07/2023
88820;16137;S;COLEGIO N° 7722;54;2023;2;05/07/2023
88820;16138;S;COLEGIO N° 7722;54;2023;2;12/07/2023
88820;16139;S;COLEGIO N° 7722;54;2023;2;12/07/2023
88820;16141;S;COLEGIO N° 7722;54;2023;2;15/12/2023
88820;E0508-23;S;COLEGIO N° 7722;54;2023;2;23/11/2023
118315;;S;COLEGIO NRO.751;54;2023;2;01/12/2023
118407;;S;COLEGIO SECUNDARIO NRO. 743 (C.R);54;2023;2;04/12/2023
118407;;S;COLEGIO SECUNDARIO NRO. 743 (C.R);54;2023;2;12/12/2023
118315;;S;COLEGIO NRO.751;54;2023;2;06/12/2023
114964;16225;S;COLEGIO N° 746;54;2023;2;05/12/2023
118315;121;S;COLEGIO NRO.751;54;2023;2;01/12/2023
118315;161;S;COLEGIO NRO.751;54;2023;2;06/12/2023
113919;16085;S;COLEGIO N° 746;54;2023;2;16/11/2023
114964;16257;S;COLEGIO N° 746;54;2023;2;09/08/2023
114964;16258;S;COLEGIO N° 746;54;2023;2;08/08/2023
114964;16259;S;COLEGIO N° 746;54;2023;2;05/12/2023
113491;10085-20;S;COLEGIO SECUNDARIO NUESTRA SRA. DE FATIMA;54;2023;2;12/07/2023
114964;16260;S;COLEGIO N° 746;54;2023;2;05/12/2023
113491;16138;S;COLEGIO SECUNDARIO NUESTRA SRA. DE FATIMA;54;2023;2;12/07/2023
114964;16261;S;COLEGIO N° 746;54;2023;2;18/12/2023
113491;16139;S;COLEGIO SECUNDARIO NUESTRA SRA. DE FATIMA;54;2023;2;12/07/2023
118410;;S;GENDARMERÍA NACIONAL;54;2023;2;12/12/2023
97589;10085;S;GRAL. ING. ALONSO BALDRICH;54;2023;2;18/04/2023
114103;16294-24;S;COLEGIO N° 783;54;2023;2;05/12/2023
97589;11008;S;GRAL. ING. ALONSO BALDRICH;54;2023;2;11/07/2023
97589;16083;S;GRAL. ING. ALONSO BALDRICH;54;2023;2;03/08/2023
118159;16258;S;COLEGIO N° 7704;54;2023;2;03/10/2023
118159;16261;S;COLEGIO N° 7704;54;2023;2;18/12/2023
118415;10085-20;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;12/07/2023
118161;10085-20;S;DR. PASTOR SCHNEIDER;54;2023;2;12/07/2023
118415;16138;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;23/08/2023
118415;16139;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;12/07/2023
118163;121;S;DR. LUIS F. LELOIR;54;2023;2;01/12/2023
118415;16141;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;15/12/2023
118163;161;S;DR. LUIS F. LELOIR;54;2023;2;06/12/2023
118415;E0508-23;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;23/11/2023
110427;10085-20;S;ESCUELA NRO. 718 (ORIENTACIÓN TÉCNICO EN TURISMO);54;2023;2;12/07/2023
110427;16138;S;ESCUELA NRO. 718 (ORIENTACIÓN TÉCNICO EN TURISMO);54;2023;2;12/07/2023
110427;16139;S;ESCUELA NRO. 718 (ORIENTACIÓN TÉCNICO EN TURISMO);54;2023;2;12/07/2023
110427;16142;S;ESCUELA NRO. 718 (ORIENTACIÓN TÉCNICO EN TURISMO);54;2023;2;18/12/2023
118417;ID001;S;ESCUELA PROVINCIAL TEC. NRO 748. TTE. CNEL DE LA MARINA LUIS PIEDRABUENA;54;2023;2;27/11/2023
113126;16257;S;SANTO DOMINGO SAVIO;54;2023;2;29/11/2023
113126;16258;S;SANTO DOMINGO SAVIO;54;2023;2;13/07/2023
113126;16259;S;SANTO DOMINGO SAVIO;54;2023;2;05/12/2023
118320;131;S;COLEGIO SECUNDARIO NRO. 737 (C.R);54;2023;2;04/12/2023
118320;161;S;COLEGIO SECUNDARIO NRO. 737 (C.R);54;2023;2;29/11/2023
118417;ID003;S;ESCUELA PROVINCIAL TEC. NRO 748. TTE. CNEL DE LA MARINA LUIS PIEDRABUENA;54;2023;2;27/11/2023
118417;LE002;S;ESCUELA PROVINCIAL TEC. NRO 748. TTE. CNEL DE LA MARINA LUIS PIEDRABUENA;54;2023;2;06/12/2023
118417;LEB03;S;ESCUELA PROVINCIAL TEC. NRO 748. TTE. CNEL DE LA MARINA LUIS PIEDRABUENA;54;2023;2;06/12/2023
118164;;S;INSTITUTO SUPERIOR MADRE TERESA DE AVILA;54;2023;2;11/12/2023
118422;10085-20;S;ESCUELA PROVINCIAL N° 745;54;2023;2;12/07/2023
118164;;S;INSTITUTO SUPERIOR MADRE TERESA DE AVILA;54;2023;2;12/12/2023
118164;;S;INSTITUTO SUPERIOR MADRE TERESA DE AVILA;54;2023;2;15/12/2023
118322;HI001;S;COLEGIO N° 799;54;2023;2;15/08/2023
118322;HI002;S;COLEGIO N° 799;54;2023;2;14/08/2023
114283;LEB23;S;SANTO DOMINGO SAVIO;54;2023;2;14/12/2023
118322;SO001;S;COLEGIO N° 799;54;2023;2;11/07/2023
118322;HI001;S;COLEGIO N° 799;54;2023;2;15/08/2023
118322;HI002;S;COLEGIO N° 799;54;2023;2;14/08/2023
118322;SO001;S;COLEGIO N° 799;54;2023;2;11/07/2023
97477;GE023;S;RAQUEL CHATTAH DE BEC;54;2023;2;01/12/2023
118322;FGB01;S;COLEGIO N° 799;54;2023;2;19/12/2023
118322;HIB01;S;COLEGIO N° 799;54;2023;2;15/08/2023
118322;SOB01;S;COLEGIO N° 799;54;2023;2;11/07/2023
97477;GT001;S;RAQUEL CHATTAH DE BEC;54;2023;2;27/11/2023
118423;16258;S;GREGORIO MAYO;54;2023;2;14/11/2023
118423;16259;S;GREGORIO MAYO;54;2023;2;05/12/2023
118425;16258;S;COLEGIO N° 7717;54;2023;2;08/08/2023
118323;GC001;S;COLEGIO PADRE JUAN EDMUNDO VECCHI;54;2023;2;29/08/2023
118323;GC002;S;COLEGIO PADRE JUAN EDMUNDO VECCHI;54;2023;2;14/07/2023
118323;GC004;S;COLEGIO PADRE JUAN EDMUNDO VECCHI;54;2023;2;20/12/2023
118323;GC005;S;COLEGIO PADRE JUAN EDMUNDO VECCHI;54;2023;2;18/12/2023
118323;GC007;S;COLEGIO PADRE JUAN EDMUNDO VECCHI;54;2023;2;04/12/2023
118323;GC028;S;COLEGIO PADRE JUAN EDMUNDO VECCHI;54;2023;2;13/12/2023
118427;131;S;COLEGIO N° 770;54;2023;2;04/12/2023
118427;141;S;COLEGIO N° 770;54;2023;2;14/12/2023
114549;TU001;S;JOSÉ FUCHS;54;2023;2;30/11/2023
118325;16258;S;GREGORIO MAYO;54;2023;2;08/08/2023
118325;16259;S;GREGORIO MAYO;54;2023;2;05/12/2023
117526;131;S;INSTITUTO SANTO DOMINGO SAVIO;54;2023;2;04/12/2023
114549;TU003;S;JOSÉ FUCHS;54;2023;2;28/12/2023
117526;141;S;INSTITUTO SANTO DOMINGO SAVIO;54;2023;2;14/12/2023
114549;TU005;S;JOSÉ FUCHS;54;2023;2;28/11/2023
114549;TU001;S;JOSÉ FUCHS;54;2023;2;30/11/2023
114549;TU003;S;JOSÉ FUCHS;54;2023;2;28/12/2023
114549;TU005;S;JOSÉ FUCHS;54;2023;2;28/11/2023
118431;131;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 3 JOSE MANUEL ESTRAD;54;2023;2;04/12/2023
118327;;S;COLEGIO N° 798;54;2023;2;04/12/2023
118431;141;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 3 JOSE MANUEL ESTRAD;54;2023;2;14/12/2023
118327;;S;COLEGIO N° 798;54;2023;2;12/12/2023
118432;131;S;COLEGIO SECUNDARIO NRO.15;54;2023;2;04/12/2023
118432;141;S;COLEGIO SECUNDARIO NRO.15;54;2023;2;16/08/2023
118432;161;S;COLEGIO SECUNDARIO NRO.15;54;2023;2;12/12/2023
101725;121;S;COLEGIO PROVINCIAL NRO 710;54;2023;2;29/06/2023
118328;TU001;S;21 DE ENERO;54;2023;2;14/12/2023
101725;161;S;COLEGIO PROVINCIAL NRO 710;54;2023;2;04/07/2023
118328;TU002;S;21 DE ENERO;54;2023;2;20/11/2023
118328;TU003;S;21 DE ENERO;54;2023;2;04/12/2023
118328;TU004;S;21 DE ENERO;54;2023;2;13/12/2023
93348;16289-24;S;COLEGIO SAN PABLO;54;2023;2;11/04/2023
118328;TU001;S;21 DE ENERO;54;2023;2;14/12/2023
118328;TU002;S;21 DE ENERO;54;2023;2;20/11/2023
118328;TU003;S;21 DE ENERO;54;2023;2;04/12/2023
118328;TU004;S;21 DE ENERO;54;2023;2;13/12/2023
93348;16290-24;S;COLEGIO SAN PABLO;54;2023;2;23/08/2023
118330;131;S;INSTITUTO SANTO DOMINGO SAVIO;54;2023;2;04/12/2023
118330;141;S;INSTITUTO SANTO DOMINGO SAVIO;54;2023;2;18/10/2023
118330;161;S;INSTITUTO SANTO DOMINGO SAVIO;54;2023;2;29/11/2023
93348;16291-24;S;COLEGIO SAN PABLO;54;2023;2;29/06/2023
93348;16292-24;S;COLEGIO SAN PABLO;54;2023;2;11/04/2023
93348;16293-24;S;COLEGIO SAN PABLO;54;2023;2;28/11/2023
93348;16294-24;S;COLEGIO SAN PABLO;54;2023;2;18/08/2023
93348;16296-24;S;COLEGIO SAN PABLO;54;2023;2;11/04/2023
93348;16297-24;S;COLEGIO SAN PABLO;54;2023;2;18/08/2023
93348;16298-24;S;COLEGIO SAN PABLO;54;2023;2;30/06/2023
93348;16299-24;S;COLEGIO SAN PABLO;54;2023;2;18/08/2023
93348;16301-24;S;COLEGIO SAN PABLO;54;2023;2;27/11/2023
118435;131;S;SANTO DOMINGO SAVIO;54;2023;2;04/12/2023
97393;16225;S;DR. PASTOR SCHNEIDER;54;2023;2;05/12/2023
97393;16257;S;DR. PASTOR SCHNEIDER;54;2023;2;31/07/2023
97393;16258;S;DR. PASTOR SCHNEIDER;54;2023;2;13/07/2023
97393;16259;S;DR. PASTOR SCHNEIDER;54;2023;2;05/12/2023
97393;16260;S;DR. PASTOR SCHNEIDER;54;2023;2;05/12/2023
97393;16261;S;DR. PASTOR SCHNEIDER;54;2023;2;18/12/2023
118435;161;S;SANTO DOMINGO SAVIO;54;2023;2;29/11/2023
118439;CSB01;S;COLEGIO N° 746;54;2023;2;12/12/2023
118439;CSB02;S;COLEGIO N° 746;54;2023;2;04/09/2023
118439;CSB03;S;COLEGIO N° 746;54;2023;2;07/08/2023
118439;CSB04;S;COLEGIO N° 746;54;2023;2;21/12/2023
118439;CSB05;S;COLEGIO N° 746;54;2023;2;14/12/2023
118439;CSB06;S;COLEGIO N° 746;54;2023;2;28/12/2023
118439;CSB31;S;COLEGIO N° 746;54;2023;2;05/07/2023
118439;CSB37;S;COLEGIO N° 746;54;2023;2;20/04/2023
118444;16257;S;PADRE URBANO SALORT;54;2023;2;29/11/2023
33187;16225;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
33187;16256;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
33187;16257;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
33187;16258;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
33187;16259;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
33187;16260;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
33187;16261;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
33187;16262;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
33187;16263;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
33187;16264;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
33187;16265;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
118444;16258;S;PADRE URBANO SALORT;54;2023;2;14/11/2023
33187;16266;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
118444;16259;S;PADRE URBANO SALORT;54;2023;2;05/12/2023
33187;16267;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
33187;16268;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
107964;16225;S;PUERTO ARGENTINO;54;2023;2;05/12/2023
33187;16269;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
33187;16270;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
107964;16257;S;PUERTO ARGENTINO;54;2023;2;31/07/2023
33187;16271;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
107964;16258;S;PUERTO ARGENTINO;54;2023;2;13/07/2023
107964;16259;S;PUERTO ARGENTINO;54;2023;2;05/12/2023
107964;16260;S;PUERTO ARGENTINO;54;2023;2;05/12/2023
33187;16272;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
94404;16225;S;PUERTO ARGENTINO;54;2023;2;05/12/2023
33187;16273;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
33187;16275;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;14/07/2023
94404;16257;S;PUERTO ARGENTINO;54;2023;2;29/11/2023
33187;E0499-21;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 14 CENT. CONQUISTA D;54;2023;9;04/07/2023
94404;16258;S;PUERTO ARGENTINO;54;2023;2;13/07/2023
94404;16259;S;PUERTO ARGENTINO;54;2023;2;05/12/2023
94404;16261;S;PUERTO ARGENTINO;54;2023;2;18/12/2023
118449;10085-20;S;Colegio Univers.Patagonico;54;2023;2;12/07/2023
118333;10085-20;S;COLEGIO PADRE JOSE ZINK;54;2023;2;12/07/2023
118449;16138;S;Colegio Univers.Patagonico;54;2023;2;12/07/2023
118334;10085-20;S;GOBERNADOR FONTANA;54;2023;2;12/07/2023
118334;16138;S;GOBERNADOR FONTANA;54;2023;2;12/07/2023
118334;E0508-23;S;GOBERNADOR FONTANA;54;2023;2;23/11/2023
118449;16139;S;Colegio Univers.Patagonico;54;2023;2;12/07/2023
118453;TS002;S;LEANDRO N. ALEM;54;2023;2;22/12/2023
118335;10085-20;S;ESCUELA NRO. 718 (ORIENTACIÓN TÉCNICO EN TURISMO);54;2023;2;12/07/2023
118335;16137;S;ESCUELA NRO. 718 (ORIENTACIÓN TÉCNICO EN TURISMO);54;2023;2;04/08/2023
118335;16138;S;ESCUELA NRO. 718 (ORIENTACIÓN TÉCNICO EN TURISMO);54;2023;2;12/07/2023
